ibdid,Effect,EffectVar,ModelFreq,WindowFreq,GeneFreq,GenVar,EffectDelta1,SDDelta1,t.like,shrink,chr,pos,file,trait,mode,tsf
9_130232221,0.5899,64.51296,0.0124,0.0222,0.253,0.1315425,47.5728,49.6895,0.957,0.993,9,130232221,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
9_144526302,-1.193,70.31302,0.0128,0.0226,0.121,0.303076,-93.1827,100.262,0.929,0.942,9,144526302,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_164480492,-0.6538,14.4859,0.0273,0.0383,0.423,0.2087319,-23.9493,25.1476,0.952,0.901,1,164480492,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
4_196240671,-1.138,20.01364,0.0178,0.0505,0.136,0.3051465,-63.9446,70.4259,0.908,0.634,4,196240671,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
4_196369267,-1.223,20.91078,0.0232,0.0495,0.126,0.3289396,-52.7196,57.339,0.919,0.701,4,196369267,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
4_213035252,-1.246,19.94946,0.0248,0.0408,0.068,0.1972666,-50.2412,54.923,0.915,0.64,4,213035252,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
5_3090912,-8.78,164.5815,0.2109,0.2196,0.392,36.73821,-41.6331,42.3611,0.983,0.95,5,3090912,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
5_3143037,-15.64,256.3203,0.3539,0.3602,0.423,119.3704,-44.1803,42.7237,1.034,0.929,5,3143037,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
5_5791911,0.5482,16.00587,0.025,0.0376,0.453,0.1489538,21.9293,22.9285,0.956,0.976,5,5791911,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
7_174152555,-0.8349,16.62708,0.0109,0.0226,0.085,0.1082597,-76.599,83.7051,0.915,0.718,7,174152555,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
8_163901379,1.182,22.62146,0.06,0.0709,0.215,0.4716093,19.6952,20.4413,0.963,0.932,8,163901379,slurm-scripts/wholeset/pht_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmax
10_10585576,1.475,60.56897,0.0163,0.0274,0.067,0.2736983,90.5072,96.4096,0.939,0.938,10,10585576,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_120450502,0.6261,36.58239,0.0085,0.0191,0.275,0.1562869,73.6534,78.612,0.937,0.985,10,120450502,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_1281794,2.534,119.663,0.0254,0.0296,0.038,0.4678493,99.7451,106.364,0.938,0.913,10,1281794,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_141950645,3.979,245.1294,0.0482,0.0567,0.178,4.633374,82.5492,86.6037,0.953,0.987,10,141950645,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_144749125,2.697,128.8166,0.0256,0.0343,0.034,0.4789436,105.342,112.691,0.935,0.949,10,144749125,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_148537080,0.9018,66.31657,0.0132,0.0215,0.133,0.1870358,68.3165,70.9508,0.963,0.976,10,148537080,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_26559168,1.229,58.70848,0.0128,0.019,0.042,0.1227723,96.0355,105.218,0.913,0.878,10,26559168,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_26981910,1.179,55.54483,0.0132,0.0178,0.058,0.1527994,89.3439,93.3266,0.957,0.924,10,26981910,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_31003294,0.6407,32.11235,0.0079,0.0165,0.201,0.1317299,81.1007,90.957,0.892,0.977,10,31003294,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_33741011,-2.072,93.37174,0.0205,0.0285,0.021,0.1782935,-101.079,109.862,0.92,0.928,10,33741011,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_70250805,1.284,76.64596,0.0131,0.0197,0.041,0.1293067,97.9907,105.709,0.927,0.914,10,70250805,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_71255865,-1.633,69.34975,0.0166,0.0264,0.073,0.3633291,-98.4016,104.583,0.941,0.931,10,71255865,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_77336019,-15.07,484.1995,0.1195,0.1258,0.03,13.01555,-126.071,132.953,0.948,0.921,10,77336019,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_84238344,1.956,76.43618,0.0167,0.0251,0.041,0.3001069,117.103,123.316,0.95,0.892,10,84238344,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_87094168,-0.914,57.2016,0.012,0.0179,0.13,0.189357,-76.1698,82.2569,0.926,0.975,10,87094168,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_9401704,0.9314,71.30032,0.0148,0.021,0.269,0.3411469,62.9347,67.9011,0.927,0.987,10,9401704,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_140972711,1.073,46.4718,0.009,0.0176,0.048,0.1046138,119.199,135.607,0.879,0.734,1,140972711,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_142084344,-4.532,196.9768,0.0394,0.0454,0.045,1.782011,-115.016,121.247,0.949,0.874,1,142084344,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_148627294,-2.658,119.3989,0.0241,0.0328,0.027,0.3748175,-110.285,114.921,0.96,0.936,1,148627294,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_154506381,9.246,341.5301,0.0758,0.0875,0.042,6.946186,121.982,126.692,0.963,0.876,1,154506381,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_158473327,-2.51,104.5965,0.0224,0.0319,0.028,0.3433326,-112.061,117.844,0.951,0.932,1,158473327,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_164085165,0.5731,52.2661,0.0139,0.0201,0.367,0.1525504,41.2311,42.9989,0.959,0.996,1,164085165,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_172119888,1.134,86.84314,0.0168,0.0268,0.189,0.3937165,67.5067,70.5315,0.957,0.99,1,172119888,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_191447546,0.8069,59.79988,0.0116,0.0187,0.208,0.2141831,69.5588,74.6311,0.932,0.989,1,191447546,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_248845281,0.6048,52.67799,0.0139,0.0201,0.3,0.1536328,43.5114,46.8773,0.928,0.997,1,248845281,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_250888970,-2.883,121.7121,0.028,0.0368,0.027,0.4291835,-102.976,108.905,0.946,0.927,1,250888970,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_276683275,0.7483,59.7858,0.0122,0.0191,0.145,0.1386009,61.3364,64.1085,0.957,0.984,1,276683275,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_278605098,0.654,52.40442,0.0119,0.0203,0.32,0.186304,54.9613,57.5262,0.955,0.989,1,278605098,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_294097665,1.167,77.66491,0.0139,0.0223,0.127,0.3024397,83.9427,87.1733,0.963,0.979,1,294097665,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_299197202,2.14,106.9242,0.0203,0.0361,0.104,0.8516793,105.402,111.176,0.948,0.967,1,299197202,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_299198657,0.9505,45.04607,0.0095,0.0364,0.114,0.1819809,100.048,110.418,0.906,0.938,1,299198657,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_35498470,-1.743,103.0558,0.0158,0.0222,0.028,0.1655719,-110.327,116.941,0.943,0.95,1,35498470,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_42521830,-1.699,79.84139,0.0159,0.0239,0.021,0.1198317,-106.841,113.555,0.941,0.935,1,42521830,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_47303181,1.537,80.35248,0.0178,0.0236,0.073,0.3218372,86.369,90.1926,0.958,0.942,1,47303181,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_49773491,-2.789,136.7482,0.0193,0.0311,0.016,0.2435784,-144.513,150.255,0.962,0.947,1,49773491,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_50864204,2.414,130.6219,0.0254,0.0346,0.012,0.1395809,95.0472,101.901,0.933,0.915,1,50864204,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_6556718,1.614,119.1997,0.0178,0.0246,0.13,0.5903557,90.6695,95.1797,0.953,0.974,1,6556718,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
1_74781854,1.39,56.711,0.0116,0.0194,0.039,0.1435336,119.829,130.513,0.918,0.912,1,74781854,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
2_188158349,2.075,109.9689,0.0216,0.0287,0.017,0.1474942,96.0859,101.968,0.942,0.93,2,188158349,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
2_199547810,2.421,143.8283,0.0252,0.0378,0.056,0.6204337,96.0798,101.082,0.951,0.949,2,199547810,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
2_213325194,2.159,97.6069,0.0202,0.0271,0.039,0.3526218,106.856,114.586,0.933,0.92,2,213325194,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
2_219658602,1.051,65.98676,0.0125,0.0205,0.095,0.1906856,84.0659,89.519,0.939,0.944,2,219658602,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
2_223792575,-9.96,366.3351,0.0724,0.0791,0.025,4.836443,-137.574,143.988,0.955,0.937,2,223792575,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_136578544,1.095,53.72258,0.0116,0.0161,0.101,0.2172456,94.3899,101.92,0.926,0.935,3,136578544,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_156394049,-0.5973,41.0078,0.0095,0.0186,0.227,0.1253245,-62.877,66.0307,0.952,0.989,3,156394049,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_205345359,0.7865,45.63192,0.0111,0.0213,0.102,0.1128498,70.8584,75.1409,0.943,0.939,3,205345359,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_2131468,2.845,103.491,0.0231,0.047,0.045,0.7024705,123.169,130.665,0.943,0.819,3,2131468,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_213298346,1.124,78.60732,0.0192,0.0455,0.164,0.3456062,58.5244,60.6917,0.964,0.981,3,213298346,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_218794709,91.75,2398.733,0.5091,0.5129,0.044,707.2684,180.221,162.688,1.108,0.86,3,218794709,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_219834448,-4.591,206.4808,0.0359,0.0647,0.028,1.148525,-127.885,133.829,0.956,0.944,3,219834448,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_220016993,-1.979,83.95308,0.0191,0.06,0.021,0.1625757,-103.596,110.437,0.938,0.926,3,220016993,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_225198115,0.8025,80.61676,0.0147,0.0273,0.235,0.2314395,54.5906,57.4168,0.951,0.995,3,225198115,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_5985229,0.7581,55.74213,0.0112,0.0175,0.183,0.1720834,67.6853,72.9908,0.927,0.984,3,5985229,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
3_9460057,0.8419,64.87948,0.0107,0.0179,0.115,0.1444392,78.6818,83.102,0.947,0.963,3,9460057,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_124945519,1.956,83.75014,0.0169,0.0246,0.046,0.3373742,115.758,125.607,0.922,0.888,4,124945519,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_137983675,1.455,83.89291,0.0177,0.0272,0.107,0.4038641,82.1935,85.6873,0.959,0.979,4,137983675,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_157504211,1.289,57.80357,0.0127,0.0206,0.056,0.1759018,101.512,110.233,0.921,0.858,4,157504211,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_159829036,0.9326,43.79171,0.0094,0.0154,0.077,0.1240266,99.2121,102.883,0.964,0.944,4,159829036,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_182286250,2.868,110.4358,0.0251,0.0333,0.008,0.135994,114.282,121.235,0.943,0.874,4,182286250,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_196090273,-3.417,137.6257,0.0293,0.0379,0.005,0.12317,-116.617,122.693,0.95,0.834,4,196090273,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_238361931,2.543,175.2456,0.0376,0.0446,0.131,1.473105,67.6369,69.9669,0.967,0.987,4,238361931,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
4_69841083,1.823,91.67054,0.0194,0.0336,0.07,0.4354585,93.987,99.1485,0.948,0.936,4,69841083,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_144160429,2.213,101.4923,0.0179,0.0266,0.048,0.4452656,123.645,131.67,0.939,0.752,5,144160429,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_1566641,1.098,53.59629,0.0118,0.0233,0.066,0.1483631,93.025,99.7366,0.933,0.926,5,1566641,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_1847252,1.833,87.00157,0.0203,0.0477,0.026,0.1685642,90.2788,94.9056,0.951,0.927,5,1847252,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_1847726,1.074,84.86852,0.0186,0.0479,0.174,0.3316455,57.7172,60.9342,0.947,0.993,5,1847726,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_192311273,0.912,36.78749,0.0089,0.0167,0.085,0.1291596,102.468,108.949,0.941,0.952,5,192311273,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_203302771,0.9117,47.21472,0.0108,0.0225,0.15,0.2119571,84.417,89.7175,0.941,0.956,5,203302771,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_204520161,0.8544,59.13676,0.013,0.0222,0.128,0.1630093,65.7265,68.2877,0.962,0.977,5,204520161,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_215262314,1.472,91.48562,0.017,0.0285,0.057,0.2320965,86.5625,92.2059,0.939,0.934,5,215262314,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_2316870,-11.51,401.0407,0.0766,0.0889,0.021,5.499553,-150.239,159.131,0.944,0.937,5,2316870,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_3677015,-4.885,190.5992,0.0448,0.0534,0.012,0.5715702,-109.048,115.238,0.946,0.9,5,3677015,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_4100649,-35.59,1007.456,0.1954,0.2015,0.014,34.06534,-182.116,187.284,0.972,0.922,5,4100649,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_58056615,-1.984,119.6589,0.0222,0.0336,0.085,0.6115114,-89.3852,96.0365,0.931,0.951,5,58056615,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_6315601,-9.128,345.4071,0.0783,0.0856,0.015,2.486716,-116.58,121.449,0.96,0.915,5,6315601,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
5_95001311,1.086,58.05456,0.0134,0.0217,0.116,0.2416476,81.0336,85.953,0.943,0.949,5,95001311,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_105094697,2.643,125.0359,0.0277,0.0377,0.178,2.043823,95.4007,101.134,0.943,0.985,6,105094697,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_125454811,1.168,51.83938,0.01,0.0191,0.048,0.1240464,116.819,127.876,0.914,0.735,6,125454811,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_138871816,0.8805,58.0651,0.0126,0.02,0.153,0.2009637,69.8796,73.441,0.952,0.987,6,138871816,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_154160356,0.8358,36.66161,0.0114,0.0215,0.158,0.1861805,73.3147,77.5373,0.946,0.968,6,154160356,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_162490847,-1.775,80.81686,0.0203,0.0281,0.04,0.2428354,-87.4364,91.9425,0.951,0.901,6,162490847,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_31420456,1.411,91.78002,0.0143,0.0186,0.126,0.4380666,98.7048,108.097,0.913,0.983,6,31420456,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_41190574,1.212,54.56709,0.0132,0.0208,0.036,0.1029216,91.8066,96.7331,0.949,0.908,6,41190574,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
6_42594341,-1.245,74.18491,0.0147,0.0237,0.066,0.190732,-84.6664,89.8155,0.943,0.933,6,42594341,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
7_162154042,-1.085,113.5133,0.0191,0.0302,0.285,0.4796491,-56.8079,58.659,0.968,0.994,7,162154042,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
7_170840626,1.828,70.06023,0.0146,0.0244,0.036,0.2294768,125.202,143.142,0.875,0.922,7,170840626,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
7_172743263,-1.201,86.61073,0.0158,0.0216,0.134,0.3347059,-75.9842,79.7009,0.953,0.975,7,172743263,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
7_7065415,-1.404,61.28997,0.0137,0.0231,0.093,0.3329137,-102.448,110.243,0.929,0.876,7,7065415,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
7_98416023,2.006,139.1769,0.0262,0.0412,0.111,0.7965032,76.5674,80.98,0.946,0.992,7,98416023,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_126954228,0.952,36.3127,0.0088,0.028,0.076,0.1269288,108.187,119.388,0.906,0.952,8,126954228,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_151091422,-0.6934,47.06763,0.0084,0.0126,0.129,0.1079013,-82.5505,88.3739,0.934,0.972,8,151091422,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_161710323,0.9618,45.11721,0.0106,0.0173,0.094,0.1574628,90.7332,95.7622,0.947,0.937,8,161710323,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_164933503,1.266,59.97509,0.0122,0.0191,0.063,0.1890191,103.807,112.779,0.92,0.923,8,164933503,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_165281159,0.7123,37.12664,0.0088,0.017,0.128,0.1132814,80.9421,86.0856,0.94,0.971,8,165281159,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_168333537,-1.86,80.37653,0.0163,0.0247,0.027,0.1834627,-114.08,120.947,0.943,0.935,8,168333537,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_169260757,-80.52,2137.313,0.4491,0.4538,0.017,212.5168,-179.293,168.253,1.066,0.924,8,169260757,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_169643524,-1.379,57.21855,0.0119,0.0202,0.063,0.2241576,-115.895,124.412,0.932,0.921,8,169643524,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_170610654,-1.217,85.67343,0.0182,0.0274,0.197,0.468549,-66.8691,70.6987,0.946,0.992,8,170610654,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_173416076,1.141,69.5723,0.0101,0.0166,0.042,0.1038929,112.928,119.319,0.946,0.921,8,173416076,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
8_174324415,-1.59,77.17903,0.0136,0.0212,0.034,0.1664748,-116.905,128.866,0.907,0.936,8,174324415,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
